,name,nationality
963,Elisabeth Brandau,DE
964,Lorena Brandl,DE
965,Anja Brandt,DE
966,Dorothea Brandt,DE
967,Marie Branser,DE
968,Sibylle Brauner,DE
969,Franziska Brauße,DE
970,Jessica von Bredow-Werndl,DE
971,Annalena Breitenbach,DE
972,Stephanie Breitner,DE
973,Pauline Bremer,DE
974,Lisa Brennauer,DE
975,Linda Bresonik,DE
976,Annabel Breuer,DE
977,Christina Breuer,DE
978,Helen Briem,DE
979,Anja Brinker,DE
980,Maren Brinker,DE
981,Anke Brockmann,DE
982,Angela Brodtka,DE
983,Silje Brøns Petersen,DE
984,Kristina Bröring-Sprehe,DE
985,Laura Brosius,DE
986,Lisa Brüggemann,DE
987,Nina Brüggemann,DE
988,Elena Brugger,DE
989,Annika Bruhn,DE
990,Kirsten Bruhn,DE
991,Svenja Brunckhorst,DE
992,Carmen Brussig,DE
993,Sarah Brüßler,DE
994,Sabrina Buchholz,DE
995,Lisa Buckwitz,DE
996,Klara Bühl,DE
997,Frieda Bühner,DE
998,Juliana Buhring,DE
999,Kim Bui,DE
1000,Alexandra Bujdoso,DE
1001,Stephanie Bunte,DE
1002,Regina Burchardt,DE
1003,Alexandra Burghardt,DE
1004,Mia Buric,DE
1005,Elena Burkard,DE
1006,Jana Burmeister,DE
1007,Franziska Busch,DE
1008,Britta Büthe,DE
1009,Miriam Butkereit,DE
1010,Chantal Butzek,DE
1011,Eva Byszio,DE
1012,Sabrina Cakmakli,DE
1013,Meryem Cennet Çal,DE
1014,Victoria Carl,DE
1015,Berit Carow,DE
1016,Gülhiye Cengiz,DE
1017,Selina Cerci,DE
1018,Eve Chandraratne,DE
1019,Fanny Chmelar,DE
1020,Gina Chmielinski,DE
1021,Silvana Chojnowski,DE
1022,Siena Christen,DE
1023,Anne Cibis,DE
1024,Miray Cin,DE
1025,Sappho Çoban,DE
1026,Isabel Collischonn,DE
1027,Annke Conradi,DE
1028,Lotta Cordes,DE
1029,Gia Corley,DE
1030,Olivia Cowan,DE
1031,Shanice Craft,DE
1032,Jennifer Cramer,DE
1033,Esther Cremer,DE
1034,Ecem Cumert,DE
1035,Michaela Daamen,DE
1036,Sara Däbritz,DE
1037,Linda Dahle,DE
1038,Laura Dahlmeier,DE
1039,Linda Dallmann,DE
1040,Petra Dallmann,DE
1041,Carolin Daniels,DE
1042,Judith Dannhauer,DE
1043,Melanie Dargel,DE
1044,Lea Johanna Dastich,DE
1045,Miriam Dattke,DE
1046,Emma Davidsmeyer,DE
1047,Julia Debitzki,DE
1048,Jessica Degenhardt,DE
1049,Lena Degenhardt,DE
1050,Marie Dehning,DE
1051,Marie Delarbre,DE
1052,Moana Delle,DE
1053,Kristin Demann,DE
1054,Eileen Demes,DE
1055,Yeşim Demirel,DE
1056,Katja Demut,DE
1057,Fabienne Deprez,DE
1058,Medina Dešić,DE
1059,Julia Deuerlein,DE
1060,Rieke Dieckmann,DE
1061,Katja Dieckow,DE
1062,Szaundra Diedrich,DE
1063,Julia Dierkesmann,DE
1064,Annegret Dietrich,DE
1065,Tina Dietze,DE
1066,Selin Dişli,DE
1067,Anja Dittmer,DE
1068,Leonie Doege,DE
1069,Anna Dogonadze,DE
1070,Pakize Gözde Dökel,DE
1071,Antje Döll,DE
1072,Kateryna Dolzhykova,DE
1073,Tamar Dongus,DE
1074,Sara Doorsoun,DE
1075,Linda Dörendahl,DE
1076,Julia Dorny,DE
1077,Patrizia Dorsch,DE
1078,Zoya Douchine,DE
1079,Marie-Louise Dräger,DE
1080,Stefanie Draws,DE
1081,Annika Drazek,DE
1082,Claudia Dreher,DE
1083,Heidemarie Dresing,DE
1084,Wilma Dressel,DE
1085,Nadja Drygalla,DE
1086,Nina Dübbers,DE
1087,Angelika Dubinski,DE
1088,Jasmin Duehring,DE
1089,Lena Düsterhöft,DE
1090,Roxanne Dufter,DE
1091,Kathrin Dumitru,DE
1092,Cornelia Dumler,DE
1093,Imke Duplitzer,DE
1094,Katharina Dürr,DE
1095,Lena Dürr,DE
1096,Lenka Dürr,DE
1097,Sarah Düster,DE
1098,Pamela Dutkiewicz,DE
1099,Annette Dytrt,DE
1100,Martina Eberl,DE
1101,Leonie Ebert,DE
1102,Dinah Eckerle,DE
1103,Jil-Sophie Eckert,DE
1104,Neele Eckhardt,DE
1105,Josefin Eder,DE
1106,Linda Efler,DE
1107,Nina Ehegötz,DE
1108,Jaana Ehmcke,DE
1109,Ronja Eibl,DE
1110,Julia Eichhorn,DE
1111,Julia Eichinger,DE
1112,Pia Eidmann,DE
1113,Nina Eim,DE
1114,Nicola Hadraschek-Eisenschmid,DE
1115,Tanja Eisenschmid,DE
1116,Dajana Eitberger,DE
1117,Venus El-Kassem,DE
1118,Jenny Elbe,DE
1119,Anna Elendt,DE
1120,Sabine Ellerbrock,DE
1121,Johanna Elsig,DE
1122,Mandy Emmrich,DE
1123,Vivien Endemann,DE
1124,Friederike Engel,DE
1125,Janne Sophie Engeleiter,DE
1126,Alexandra Engelhardt,DE
1127,Barbara Engleder,DE
1128,Sabine Englert,DE
1129,Yvonne Englich,DE
1130,Tanja Erath,DE
1131,Christina Erdel,DE
1132,Gianina Ernst,DE
1133,Andrea Eskau,DE
1134,Marie-Louise Eta,DE
1135,Bettina Evers,DE
1136,Meike Evers,DE
1137,Marisa Ewers,DE
1138,Melanie Faisst,DE
1139,Sophie Fasold,DE
1140,Saskia Feige,DE
1141,Constanze Feine,DE
1142,Maral Feizbakhsh,DE
1143,Jana Feldkamp,DE
1144,Kim Fellhauer,DE
1145,Susanne Fellner,DE
1146,Catharina Felser,DE
1147,Esther Fennel,DE
1148,Anna Fernstädt,DE
1149,Nicole Fessel,DE
1150,Leonie Fiebich,DE
1151,Pia Filler,DE
1152,Andrea Filser,DE
1153,Katharina Filter,DE
1154,Korinna Fink,DE
1155,Pia Fink,DE
1156,Fanny Fischer,DE
1157,Heike Fischer,DE
1158,Jana Fischer,DE
1159,Lone Fischer,DE
1160,"Vanessa Fischer (footballer, born 1997)",DE
1161,"Vanessa Fischer (footballer, born 1998)",DE
1162,Jeanine Fissler,DE
1163,Eva-Maria Fitze,DE
1164,Jette Fleschütz,DE
1165,Michaela Floeth,DE
1166,Sophia Flörsch,DE
1167,Jule Flötgen,DE
1168,Isabelle Foerder,DE
1169,Madeline Folgmann,DE
1170,Klara-Hermine Fomm,DE
1171,Reva Foos,DE
1172,Anna-Lena Forster,DE
1173,Katharina Förster,DE
1174,Alexandra Försterling,DE
1175,Alexandra Föster,DE
1176,Antonia Fräbel,DE
1177,Merle Fräbel,DE
1178,Yvonne Frank,DE
1179,Jil Frehse,DE
1180,Laura Freigang,DE
1181,Selina Freitag,DE
1182,Uschi Freitag,DE
1183,Miriam Frenken,DE
1184,Sarah Freutel,DE
1185,Ariane Friedrich,DE
1186,Lea Friedrich,DE
1187,Melissa Friedrich,DE
1188,Anna-Lena Friedsam,DE
1189,Aileen Frisch,DE
1190,Lisa Fritsche,DE
1191,Franziska Fritz,DE
1192,Jasmin Fritz,DE
1193,Caroline Fritze,DE
1194,Stefanie Frohberg,DE
1195,Merle Frohms,DE
1196,Helena Fromm,DE
1197,Anna-Lena Frömming,DE
1198,Juliane Frühwirt,DE
1199,Steffi Frühwirt,DE
1200,Annika Marie Fuchs,DE
1201,Judith Fuchs,DE
1202,Ania Fucz,DE
1203,Vanessa Fudalla,DE
1204,Anne Fühner,DE
1205,Laura Fünfstück,DE
1206,Ricarda Funk,DE
1207,Christiane Fürst,DE
1208,Laura Fürst,DE
1209,Ivana Fuso,DE
1210,Hannah Gablać,DE
1211,Johanna Gabor,DE
1212,Isi Gabsa,DE
1213,Kristina Gadschiew,DE
1214,Sheila Gaff,DE
1215,Sandra Gal,DE
1216,Sara Gambetta,DE
1217,Annett Gamm,DE
1218,Anna Gasper,DE
1219,Daniela Gass,DE
1220,Jenny Gaugigl,DE
1221,Stephanie Gaumnitz,DE
1222,Beate Gauß,DE
1223,Elke Gebhardt,DE
1224,Melanie Gebhardt,DE
1225,Eleni Gebrehiwot,DE
1226,Stephanie Gehrlein,DE
1227,Luisa Geiselsöder,DE
1228,Natalie Geisenberger,DE
1229,Christiane Geras,DE
1230,Maria Gerboth,DE
1231,Annemarie Gerg,DE
1232,Anna Gerhardt,DE
1233,Marie-Christine Gerhardt,DE
1234,Lisa Sophie Gericke,DE
1235,Katharina Gerlach,DE
1236,Charlotte Gerstenhöfer,DE
1237,Angie Geschke,DE
1238,Nicola Geuer,DE
1239,Josephine Giard,DE
1240,Margarita Gidion,DE
1241,Ann-Cathrin Giegerich,DE
1242,Kristin Gierisch,DE
1243,Katharina Gierok,DE
1244,Nadine Gill,DE
1245,Laura Gimmler,DE
1246,Palina Glebova,DE
1247,Daria Gleißner,DE
1248,Stephanie Goddard,DE
1249,Lena Goeßling,DE
1250,Sandra Goldbach,DE
1251,Johanna Goliszewski,DE
1252,Sara Goller,DE
1253,Franziska Goltz,DE
1254,Carolin Golubytskyi,DE
1255,Nadine Gonska,DE
1256,Julia Görges,DE
1257,Luisa Görlich,DE
1258,Isabel Marie Gose,DE
1259,Daniela Götz,DE
1260,Janina-Kristin Götz,DE
1261,Nathalie Götz,DE
1262,Susann Götz,DE
1263,Maria Götze,DE
1264,Pauline Grabosch,DE
1265,Jasmin Grabowski,DE
1266,Alesia Graf,DE
1267,Lisa Graf,DE
1268,Kim Grajdek,DE
1269,Donika Grajqevci,DE
1270,Hanna Granitzki,DE
1271,Caterina Granz,DE
1272,Laura Grasemann,DE
1273,Ulrike Gräßler,DE
1274,Tina Grassow,DE
1275,Alexandra Grauvogl,DE
1276,Elisa Gräve,DE
1277,Lisanne Gräwe,DE
1278,Stephanie Grebe,DE
1279,Katrin Green,DE
1280,Sonja Greinacher,DE
1281,Pia Greiten,DE
1282,Sophia Griebel,DE
1283,Katharina Grießemer,DE
1284,Leah Grießer,DE
1285,Alina Grijseels,DE
1286,Kristina Grim,DE
1287,Vanessa Grimberg,DE
1288,Darya Grimm,DE
1289,Vanessa Grimm (athlete),DE
1290,Helen Grobert,DE
1291,Maria Luisa Grohs,DE
1292,Katharina Grompe,DE
1293,Anna-Lena Grönefeld,DE
1294,Sarah Gronert,DE
1295,Barbara Gross,DE
1296,Ina Großmann,DE
1297,Julia Großner,DE
1298,Rebecca Grote,DE
1299,Selina Grotian,DE
1300,Claudia Grundmann,DE
1301,Sarah Grünheid,DE
1302,Selina Gschwandtner,DE
1303,Friederike Gubernatis,DE
1304,Franziska Gude,DE
1305,Christin Gühr,DE
1306,Rabia Gülec,DE
1307,Marie Gülich,DE
1308,Caroline Gülke,DE
1309,Sarah Günther-Werlein,DE
1310,Leena Günther,DE
1311,Silke Günther,DE
1312,Olivia Gürth,DE
1313,Mara Guth,DE
1314,Giulia Gwinn,DE
1315,Cindy Haasch,DE
1316,Lydia Haase,DE
1317,Mandy Haase,DE
1318,Rebekka Haase,DE
1319,Katchi Habel,DE
1320,Katharina Häckelsmiller,DE
1321,Katharina Häcker,DE
1322,Ramona Hacks,DE
1323,Anna Häfele,DE
1324,Verena Hagedorn,DE
1325,Chantal Hagel,DE
1326,Chiara Hahn,DE
1327,Lisa Hahn,DE
1328,Maya Hahn,DE
1329,Susanne Hahn,DE
1330,Anna Hahner,DE
1331,Lisa Hahner,DE
1332,Celina Haider,DE
1333,Jule Hake,DE
1334,Rola El-Halabi,DE
1335,Veronika Ivanovskaia,DE
1336,Petra Haltmayr,DE
1337,Hanna Hamdi,DE
1338,Christina Hammer,DE
1339,Jessica Hammerl,DE
1340,Frieda Hämmerling,DE
1341,Maren Hammerschmidt,DE
1342,Kathrin Hammes,DE
1343,Han Ying,DE
1344,Rebecca Handke,DE
1345,Henrike Handrup,DE
1346,Patricia Hanebeck,DE
1347,Denise Hanke,DE
1348,Nadine Härdter,DE
1349,Isabelle Härle,DE
1350,Leonie Harm,DE
1351,Anna von Harnier,DE
1352,Corinna Harrer,DE
1353,Viona Harrer,DE
1354,Franziska Harsch,DE
1355,Jennifer Harß,DE
1356,Sara Harstick,DE
1357,Susanne Hartel,DE
1358,Isabella Hartig,DE
1359,Julia Harting,DE
1360,Alina Hartmann,DE
1361,Charline Hartmann,DE
1362,Ivonne Hartmann,DE
1363,Kerstin Hartmann,DE
1364,Cara Hartstock,DE
1365,Minerva Fabienne Hase,DE
1366,Nina Hasselmann,DE
1367,Aya Hatakawa,DE
1368,Pamela Hathway,DE
1369,Elena Hauer,DE
1370,Bettina Hauert,DE
1371,Anne Haug,DE
1372,Franzisca Hauke,DE
1373,Maike Hausberger,DE
1374,Judith Hauser,DE
1375,Lina Hausicke,DE
1376,Regina Häusl,DE
1377,Sophie Hausmann,DE
1378,Katharina Hechler,DE
1379,Sarah Hecken,DE
1380,Anja Hegenauer,DE
1381,Marina Hegering,DE
1382,Britta Heidemann,DE
1383,Betty Heidler,DE
1384,Luise Heim,DE
1385,Corinna Hein,DE
1386,Josefine Heinemann,DE
1387,Martina Heinlein,DE
1388,Katharina Heinz,DE
1389,Pauline Heinz,DE
1390,Vivian Heisen,DE
1391,Stella Heiß,DE
1392,Johanna Heldmann,DE
1393,Alice Hellfeier,DE
1394,Nina Hemmer,DE
1395,Kathrin Hendrich,DE
1396,Jana Henke,DE
1397,Vanessa Henke,DE
1398,Franziska Hennes,DE
1399,Katharina Hennig,DE
1400,Josephine Henning,DE
1401,Christina Hennings,DE
1402,Esther Henseleit,DE
1403,Franziska Hentke,DE
1404,Lena Hentschel,DE
1405,Nadine Hentschke,DE
1406,Christina Hering,DE
1407,Mandy Hering,DE
1408,Sabrina Hering,DE
1409,Kim Herkle,DE
1410,Carolina Hermann,DE
1411,Natalie Hermann,DE
1412,Tina Hermann,DE
1413,Denise Herrmann-Wick,DE
1414,Frances Herrmann,DE
1415,Nike Herrmann,DE
1416,Sina Herrmann,DE
1417,Nicole Herschmann,DE
1418,Kathryn Holinski,DE
1419,Andrea Herzog,DE
1420,Pauline Heßler,DE
1421,Janina Hettich-Walz,DE
1422,Naomi Heyn,DE
1423,Franziska Hildebrand,DE
1424,Nadine Hildebrand,DE
1425,Lisa Katharina Hill,DE
1426,Kristina Hillmann,DE
1427,Natascha Hiltrop,DE
1428,Jessica Hilzinger,DE
1429,Marina Himmighofen,DE
1430,Katharina Himmler,DE
1431,Marie-Sophie Hindermann,DE
1432,Carolin Hingst,DE
1433,Denise Hinrichs,DE
1434,Vanessa Hinz,DE
1435,Emma Hinze,DE
1436,Elke Hipler,DE
1437,Saskia Hippe,DE
1438,Gabriele Hirschbichler,DE
1439,Besarta Hisenaj,DE
1440,Anja Hitzler,DE
1441,Katharina Hobgarski,DE
1442,Marie Höbinger,DE
1443,Isabel Hochstein,DE
1444,Annika Hocke,DE
1445,Mina Hodzic,DE
1446,Alexandra Höffgen,DE
1447,Claudia Hoffmann,DE
1448,Eileen Hoffmann,DE
1449,Giovanna Hoffmann,DE
1450,Lara Hoffmann,DE
1451,Laura Hoffmann,DE
1452,Pia Hoffmann,DE
1453,Sandy Hoffmann,DE
1454,Maria Höfl-Riesch,DE
1455,Franziska Hofmann,DE
1456,Linette Hofmann,DE
1457,Ramona Theresia Hofmeister,DE
1458,Astrid Höfte,DE
1459,Mia Höhne,DE
1460,Anna Höll,DE
1461,Ursula Holl,DE
1462,Birgit Hollmann,DE
1463,Nikola Holmes,DE
1464,Katrin Holtwick,DE
1465,Romina Holz,DE
1466,Kathrin Hölzl,DE
1467,Ulrike Holzner,DE
1468,Merle Homeier,DE
1469,Christina Honsel,DE
1470,Lisa Höpink,DE
1471,Dörthe Hoppius,DE
1472,Annika Horbach,DE
1473,Ariane Horbach,DE
1474,Karolin Horchler,DE
1475,Nadine Horchler,DE
1476,Chiara Horder,DE
1477,Judith Hörmann,DE
1478,Silke Hörmann,DE
1479,Jacqueline Horn,DE
1480,Kira Horn,DE
1481,Stefanie Horn,DE
1482,Vivian Hösch,DE
1483,Simona Hösl,DE
1484,Laura Hottenrott,DE
1485,Sophie Howard (footballer),DE
1486,Veronique Hronek,DE
1487,Anja Huber,DE
1488,Svenja Huber,DE
1489,Anne Hubinger,DE
1490,Shara Hubrich,DE
1491,Silke Huettler,DE
1492,Tatjana Hüfner,DE
1493,Ina Hüging,DE
1494,Viktoria Huse,DE
1495,Christin Hussong,DE
1496,Christiane Huth,DE
1497,Svenja Huth,DE
1498,Julia Hütter,DE
1499,Hanna Ihedioha,DE
1500,Raffaella Imbriani,DE
1501,Helga Nadire İnan Ertürk,DE
1502,Lisa Ingildeeva,DE
1503,Sofia Inguanta,DE
1504,Irini Ioannidou,DE
1505,Fatma Işık,DE
1506,Mandy Islacker,DE
1507,Irene Ivancan,DE
1508,Steffi Jacob,DE
1509,Meghan Jaedicke,DE
1510,Annabella Jäger,DE
1511,Annabel Jäger,DE
1512,Pauline Jagsch,DE
1513,Lisa Jahn,DE
1514,Mariama Jamanka,DE
1515,Jennifer Janiska,DE
1516,Jennifer Janse van Rensburg,DE
1517,Cisita Joity Jansen,DE
1518,Eva Janssens,DE
1519,Aurelia-Maxima Janzen,DE
1520,Jacqueline Janzen,DE
1521,Nadine Jarosch,DE
1522,Franziska Jaser,DE
1523,Nina Jazy,DE
1524,Ronja Jenike,DE
1525,Analena Jentsch,DE
1526,Daniela Jentsch,DE
1527,Kimberly Jess,DE
1528,Jil Ludwig,DE
1529,Jil Strüngmann,DE
1530,Lucia Joas,DE
1531,Nina Jobst-Smith,DE
1532,Stina Johannes,DE
1533,Franziska John,DE
1534,Verena Jooß,DE
1535,Selina Jörg,DE
1536,Lisa Josten,DE
1537,Anne Jung,DE
1538,Laura Jung,DE
1539,Marie-Laurence Jungfleisch,DE
1540,Sophia Junk,DE
1541,Victoria Jurczok,DE
1542,Jasmin Jüttner,DE
1543,Kathrin Kadelbach,DE
1544,Lilly Kaden,DE
1545,Charlotte Kähr,DE
1546,Marlene Kalf,DE
1547,Kim Kalicki,DE
1548,Nina Kamenik,DE
1549,Aferdita Kameraj,DE
1550,Meike Kämper,DE
1551,Franziska Kampmann,DE
1552,Lara Käpplein,DE
1553,Arzu Karabulut,DE
1554,Lisa Karl,DE
1555,Jennifer Karnott,DE
1556,Jenny Karolius,DE
1557,Bernadette Karpf,DE
1558,Monika Karsch,DE
1559,Anke Karstens,DE
1560,Romy Kasper,DE
1561,Susanne Kasperczyk,DE
1562,Anna Kasprzak,DE
1563,Pia Kästner,DE
1564,Nadja Käther,DE
1565,Katrin Quooß,DE
1566,Kira Kattenbeck,DE
1567,Berit Kauffeldt,DE
1568,Mariana Kautz,DE
1569,Hasret Kayikçi,DE
1570,Linn Kazmaier,DE
1571,Hanna Kebinger,DE
1572,Johanna Kedzierski,DE
1573,Melat Yisak Kejeta,DE
1574,Katja Keller,DE
1575,Luise Keller,DE
1576,Natascha Keller,DE
1577,Tabea Kemme,DE
1578,Frederike Kempe,DE
1579,Anastasia Kempf,DE
1580,Susi Kentikian,DE
1581,Alina Kenzel,DE
1582,Angelique Kerber,DE
1583,Isabel Kerschowski,DE
1584,Monique Kerschowski,DE
1585,Alicia Kersten,DE
1586,Ikram Kerwat,DE
1587,Maike Kesseler,DE
1588,Sonja Kesselschläger,DE
1589,Nadine Keßler,DE
1590,Wiebke Kethorn,DE
1591,Franziska Kett,DE
1592,Helen Kevric,DE
1593,Reem Khamis,DE
1594,Chaima Khammar,DE
1595,Anastasija Khmelnytska,DE
1596,Katharina Kiel,DE
1597,Mikkeline Kierkgaard,DE
1598,Julia Kink,DE
1599,Sandra Kinza,DE
1600,Supharada Kisskalt,DE
1601,Kathrin Klaas,DE
1602,Carmen Klaschka,DE
1603,Sabine Klaschka,DE
1604,Anna Klasen,DE
1605,Denise Klecker,DE
1606,Sophie Kleeberg,DE
1607,Aika Klein,DE
1608,Hanna Klein,DE
1609,Isabell Klein,DE
1610,Lisa Klein (cyclist),DE
1611,Valeria Kleiner,DE
1612,Sophia Kleinherne,DE
1613,Amelie Kleinmanns,DE
1614,Hanna Marie Klek,DE
1615,Katrin Kliehm,DE
1616,Ingrid Klimke,DE
1617,Anna Klink,DE
1618,Konstanze Klosterhalfen,DE
1619,Lisa Klostermann,DE
1620,Clara Klug,DE
1621,Laura Kluge,DE
1622,Rebecca Knaak,DE
1623,Turid Knaak,DE
1624,Anjuli Knäsche,DE
1625,Anna Knauer,DE
1626,Maren Knebel,DE
1627,Johanna Kneer,DE
1628,Valeska Knoblauch,DE
1629,Anabel Knoll,DE
1630,Amelie Kober,DE
1631,Birgit Kober,DE
1632,Filiz Koç,DE
1633,Franziska Koch (cyclist),DE
1634,Shari Koch,DE
1635,Sophie Koch (canoeist),DE
1636,Stefanie Koch,DE
1637,Kristin Kögel,DE
1638,Angelina Köhler,DE
1639,Anna Köhler (bobsledder),DE
1640,Sarah Köhler,DE
1641,Fabienne Kohlmann,DE
1642,Janine Kohlmann,DE
1643,Madita Kohorst,DE
1644,Svea Köhrbrück,DE
1645,Annette Kolb (tennis),DE
1646,Hanna Kolb,DE
1647,Tanja Kolbe,DE
1648,Majtie Kolberg,DE
1649,Fiona Kolbinger,DE
1650,Janika Kölblin,DE
1651,Frederike Koleiski,DE
1652,Margarita Kolosov,DE
1653,Cindy König,DE
1654,Fabienne Königstein,DE
1655,Franziska Konitz,DE
1656,Elena Köpke,DE
1657,Sandra Köppen,DE
1658,Clara Koppenburg,DE
1659,Çağla Korkmaz,DE
1660,Vanessa Körndl,DE
1661,Alina Kornelli,DE
1662,Tamara Korpatsch,DE
1663,Anja Kosan,DE
1664,Melissa Kössler,DE
1665,Maxi Klötzer,DE
1666,Ditte Kotzian,DE
1667,Sanaa Koubaa,DE
1668,Marlena Kowalik,DE
1669,Natasha Kowalski,DE
1670,Margareta Kozuch,DE
1671,Anna Kraft,DE
1672,Ivonne Kraft,DE
1673,Carolina Krafzik,DE
1674,Mareen Kräh,DE
1675,Annike Krahn,DE
1676,Julia Krajewski,DE
1677,Katja Kramarczyk,DE
1678,Iris Kramer,DE
1679,Stella Kramer,DE
1680,Sabine Krantz,DE
1681,Sophie Kratzer,DE
1682,Bente Kraus,DE
1683,Melanie Kraus,DE
1684,Nadine Kraus,DE
1685,Gesa Felicitas Krause,DE
1686,Jana Krause,DE
1687,Nadine Krause,DE
1688,Aline Krauter,DE
1689,Elena Krawzow,DE
1690,Sandra Krege,DE
1691,Susanne Kreher,DE
1692,Sofie Krehl,DE
1693,Anne-Kathrine Kremer,DE
1694,Josefine Krengel,DE
1695,Helen Tamy Kreuzer,DE
1696,Steffi Kriegerstein,DE
1697,Meike Kröger,DE
1698,Mieke Kröger,DE
1699,Daniella Kromm,DE
1700,Michelle Kroppen,DE
1701,Sabrina Kruck,DE
1702,Victoria Krug,DE
1703,Hannah Krüger,DE
1704,Katharina Krüger,DE
1705,Kathleen Krüger,DE
1706,Hermine Krumbein,DE
1707,Paulina Krumbiegel,DE
1708,Johanna Kruse,DE
1709,Monika Kruszona,DE
1710,Nathalie Kubalski,DE
1711,Stefanie Kubissa,DE
1712,Marina Kuč,DE
1713,Hannah Küchler,DE
1714,Maria Kühn,DE
1715,Anke Kühne,DE
1716,Kea Kühnel,DE
1717,Floé Kühnert,DE
1718,Kim Kulig,DE
1719,Leonie Kullmann,DE
1720,Luise Kummer,DE
1721,Yvonne Kunze,DE
1722,Nia Künzer,DE
1723,Lucia Kupczyk,DE
1724,Maria Kurjo,DE
1725,Büşra Kuru,DE
1726,Stine Kurz,DE
1727,Susen Küster,DE
1728,Sabine Kusterer,DE
1729,Camilla Küver,DE
1730,Yasmin Kwadwo,DE
1731,Lisa-Marie Kwayie,DE
1732,Felicia Laberer,DE
1733,Isabella Laböck,DE
1734,Chantal Laboureur,DE
1735,Sophie Lacher,DE
1736,Jobina Lahr,DE
1737,Bianka Lamade,DE
1738,Petra Lammert,DE
1739,Karolin Lampert,DE
1740,Katharina Lang,DE
1741,Kathrin Lang,DE
1742,Saskia Lang,DE
1743,Helen Langehanenberg,DE
1744,Carolin Langenhorst,DE
1745,Kathrin Längert,DE
1746,Katja Langkeit,DE
1747,Rebecca Langrehr,DE
1748,Andrea Lanzl,DE
1749,Michaela Lanzl,DE
1750,Badri Latif,DE
1751,Lena Lattwein,DE
1752,Heike Lätzsch,DE
1753,Simone Laudehr,DE
1754,Leah Lawall,DE
1755,Susanne Lebek,DE
1756,Corinna Lechner,DE
1757,Ina Lehmann,DE
1758,Sonja Lehmann,DE
1759,Ulrike Lehmann,DE
1760,Katharina Lehner,DE
1761,Katharina Lehnert,DE
1762,Vanessa Leimenstoll,DE
1763,Nastassja Lein,DE
1764,Ana Leite,DE
1765,Janina Leitzig,DE
1766,Carolin Leonhardt,DE
1767,Lara Marie Lessmann,DE
1768,Viola Leuchter,DE
1769,Melanie Leupolz,DE
1770,Deborah Levi,DE
1771,Yvonne Li,DE
1772,Claudia Lichtenberg,DE
1773,Franziska Liebhardt,DE
1774,Tina Liebig,DE
1775,Julia Lier,DE
1776,Elena Lilik,DE
1777,Valentina Limani,DE
1778,Anna Limbach,DE
1779,Nina Linde,DE
1780,Laura Lindemann,DE
1781,Isabelle Linden,DE
1782,Janin Lindenberg,DE
1783,Sarai Linder,DE
1784,Maya Lindholm,DE
1785,Ann-Kathrin Lindner,DE
1786,Kira Lipperheide,DE
1787,Liane Lippert,DE
1788,Louisa Lippmann,DE
1789,Silke Lippok,DE
1790,Sabine Lisicki,DE
1791,Ricarda Lisk,DE
1792,Ricarda Lobe,DE
1793,Melina Loeck,DE
1794,Anna Loerper,DE
1795,Romy Logsch,DE
1796,Isabel Lohau,DE
1797,Lisa Lohmann,DE
1798,Sydney Lohmann,DE
1799,Anika Lorenz,DE
1800,Kavita Lorenz,DE
1801,Nike Lorenz,DE
1802,Annika Loske,DE
1803,Annika Lott,DE
1804,Antonia Lottner,DE
1805,Lena Lotzen,DE
1806,Mira Louen,DE
1807,Vanessa Low,DE
1808,Daniela Löwenberg,DE
1809,Melanie Lubbe,DE
1810,Angelina Lübcke,DE
1811,Renée Lucht,DE
1812,Gina Lückenkemper,DE
1813,Hannah Ludwig,DE
1814,Laura Ludwig,DE
1815,Nina Lührßen,DE
1816,Friederike Lütz,DE
1817,Maren Lutz,DE
1818,Tina Lutz,DE
1819,Manuela Lutze,DE
1820,Maryse Luzolo,DE
1821,Eva Lys,DE
1822,Mira Jeanne Maack,DE
1823,Julia Mächtig,DE
1824,Adina Machwirth,DE
1825,Polly Mack,DE
1826,Pia Maertens,DE
1827,Jessica Mager,DE
1828,Lina Magull,DE
1829,Ena Mahmutovic,DE
1830,Julia Maidhof,DE
1831,Daniela Maier,DE
1832,Juliane Maier,DE
1833,Leonie Maier,DE
1834,Ramona Maier (footballer),DE
1835,Katharina Maisch,DE
1836,Jana Majunke,DE
1837,Emma Malewski,DE
1838,Kyra Malinowski,DE
1839,Lena Malkus,DE
1840,Claudia Malzahn,DE
1841,Luise Malzahn,DE
1842,Julia Manhard,DE
1843,Tina Manker,DE
1844,Chantal Mantz,DE
1845,Sümeyye Manz,DE
1846,Kathrin Marchand,DE
1847,Tatjana Maria,DE
1848,Sandra Marinello,DE
1849,Marijana Marković,DE
1850,Dzsenifer Marozsán,DE
1851,Beatrice Marscheck,DE
1852,Jennifer Martens,DE
1853,Teresa Martin-Pelegrina,DE
1854,Johanna Martin,DE
1855,Shekiera Martinez,DE
1856,Cathleen Martini,DE
1857,Corinna Martini,DE
1858,Vanessa Martini,DE
1859,Christina Massini,DE
1860,Caroline Masson,DE
1861,Saskia Matheis,DE
1862,Antonia Matic,DE
1863,Julia Matijass,DE
1864,Charise Matthaei,DE
1865,Anna Matthes,DE
1866,Anne Matthes,DE
1867,Katrin Mattscherodt,DE
1868,Julia Matuschewski,DE
1869,Lisa Matviyenko,DE
1870,Angela Maurer,DE
